_MEMBER_Geneid,_LogP_Geneid,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-2.954882912936088,GO:0007018,M1,1,0,GO Biological Processes,19,microtubule-based movement,19_GO:0009987 cellular process,-2.954882912936088,3.0288998710786426,3.92336645223698,20504,416,179,11,6.145251396648045,1.7950288663227236,12121|16551|23859|70918|73804|78801|106757|110082|242646|271639|627872,Bicd1|Kif11|Dlg2|Nsun7|Kif2c|Ak7|Catsperd|Dnah5|Dynlt4|Adcy10|Dnah7a,0.0,0,1,1,1,-2.954882912936088,7.991685072106015,
1,-2.2041866196788,GO:0003351,M1,1,0,GO Biological Processes,19,epithelial cilium movement involved in extracellular fluid movement,19_GO:0051179 localization,-2.2041866196788,7.991685072106015,4.306977493871239,20504,43,179,3,1.675977653631285,0.9594832881641245,78801|110082|271639,Ak7|Dnah5|Adcy10,0.0,0,1,0,0,-2.954882912936088,7.991685072106015,
1,-2.1648760179274755,GO:0035082,M1,1,0,GO Biological Processes,19,axoneme assembly,19_GO:0009987 cellular process,-2.1648760179274755,5.327790048070676,3.7742334034060274,20504,86,179,4,2.2346368715083798,1.1047638975330267,78801|110082|231214|627872,Ak7|Dnah5|Cc2d2a|Dnah7a,0.0,0,1,0,0,-2.954882912936088,7.991685072106015,
1,-2.12254026451867,GO:0006858,M1,1,0,GO Biological Processes,19,extracellular transport,19_GO:0051179 localization,-2.12254026451867,7.470488219577362,4.1229144540284555,20504,46,179,3,1.675977653631285,0.9594832881641245,78801|110082|271639,Ak7|Dnah5|Adcy10,0.0,0,1,0,0,-2.954882912936088,7.991685072106015,
1,-2.048607464689305,GO:0003341,M1,1,0,GO Biological Processes,19,cilium movement,19_GO:0009987 cellular process,-2.048607464689305,3.385639981286292,3.205635597419373,20504,203,179,6,3.35195530726257,1.3452999631125684,70918|78801|106757|110082|271639|627872,Nsun7|Ak7|Catsperd|Dnah5|Adcy10|Dnah7a,0.0,0,1,0,0,-2.954882912936088,7.991685072106015,
1,-2.839223459533184,R-MMU-5653656,M1,1,0,Reactome Gene Sets,6,Vesicle-mediated transport,,-2.839223459533184,2.6309493258582224,3.6925623015945206,20504,566,179,13,7.262569832402234,1.9397518453705516,11768|11839|12121|12663|14069|16551|20334|20739|73804|74760|77057|108800|328561,Ap1m2|Areg|Bicd1|Chml|F8|Kif11|Sec23a|Spta1|Kif2c|Rab3il1|Ston1|Ston2|Apol10b,0.0,0,2,1,1,-2.839223459533184,10.738826815642458,
1,-2.640025811537622,R-MMU-2132295,M1,1,0,Reactome Gene Sets,6,MHC class II antigen presentation,,-2.640025811537622,5.45464219207236,4.294602582491521,20504,105,179,5,2.793296089385475,1.231629492225852,11768|16551|20334|64291|73804,Ap1m2|Kif11|Sec23a|Osbpl1a|Kif2c,0.0,0,2,0,0,-2.839223459533184,10.738826815642458,
1,-2.5879036242428564,R-MMU-199991,M1,1,0,Reactome Gene Sets,6,Membrane Trafficking,,-2.5879036242428564,2.578930267171172,3.4661439319466174,20504,533,179,12,6.70391061452514,1.869258275994556,11768|11839|12121|12663|14069|16551|20334|20739|73804|74760|77057|108800,Ap1m2|Areg|Bicd1|Chml|F8|Kif11|Sec23a|Spta1|Kif2c|Rab3il1|Ston1|Ston2,0.0,0,2,0,0,-2.839223459533184,10.738826815642458,
1,-2.56962266199328,R-MMU-5694530,M1,1,0,Reactome Gene Sets,6,Cargo concentration in the ER,,-2.56962266199328,10.738826815642458,5.173940616430856,20504,32,179,3,1.675977653631285,0.9594832881641245,11839|14069|20334,Areg|F8|Sec23a,0.0,0,2,0,0,-2.839223459533184,10.738826815642458,
1,-2.7850988234665057,GO:0018195,M1,1,0,GO Biological Processes,19,peptidyl-arginine modification,19_GO:0008152 metabolic process,-2.7850988234665057,12.72749844816884,5.722345097933106,20504,27,179,3,1.675977653631285,0.9594832881641245,11870|18602|66423,Art1|Padi4|Coprs,0.0,0,3,1,1,-2.7850988234665057,12.72749844816884,
