Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
Geneid,GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0002376 immune system process,-10,9.1,11,20504,492,69,15,22,5,12043|12193|12518|12775|14159|16183|16190|16197|17131|17305|17869|22165|107568|110168|321019,Bcl2|Zfp36l2|Cd79a|Ccr7|Fes|Il2|Il4ra|Il7r|Smad7|Mfng|Myc|Txk|Wwp1|Gpr18|Gpr183,-6.8
Geneid,GO Biological Processes,19,GO:0002521,leukocyte differentiation,19_GO:0002376 immune system process,-8.6,7,9,20504,633,69,15,22,5,12043|12193|12518|12775|14159|16183|16190|16197|17131|17305|17869|22165|107568|110168|321019,Bcl2|Zfp36l2|Cd79a|Ccr7|Fes|Il2|Il4ra|Il7r|Smad7|Mfng|Myc|Txk|Wwp1|Gpr18|Gpr183,-5.4
Geneid,GO Biological Processes,19,GO:0030098,lymphocyte differentiation,19_GO:0002376 immune system process,-8.6,8.7,9.5,20504,444,69,13,19,4.7,12043|12193|12518|12775|16183|16190|16197|17131|17305|22165|107568|110168|321019,Bcl2|Zfp36l2|Cd79a|Ccr7|Il2|Il4ra|Il7r|Smad7|Mfng|Txk|Wwp1|Gpr18|Gpr183,-5.4
Geneid,GO Biological Processes,19,GO:0030217,T cell differentiation,19_GO:0002376 immune system process,-8.3,11,10,20504,302,69,11,16,4.4,12043|12193|12775|16183|16190|16197|17131|22165|107568|110168|321019,Bcl2|Zfp36l2|Ccr7|Il2|Il4ra|Il7r|Smad7|Txk|Wwp1|Gpr18|Gpr183,-5.2
Geneid,GO Biological Processes,19,GO:0046632,alpha-beta T cell differentiation,19_GO:0002376 immune system process,-7.8,18,11,20504,132,69,8,12,3.9,12043|12775|16183|16190|17131|22165|110168|321019,Bcl2|Ccr7|Il2|Il4ra|Smad7|Txk|Gpr18|Gpr183,-4.8
Geneid,GO Biological Processes,19,GO:0030595,leukocyte chemotaxis,19_GO:0040011 locomotion,-7.2,12,9.5,20504,227,69,9,13,4.1,12273|12775|12802|14131|18578|20085|20343|110168|321019,C5ar1|Ccr7|Cnr2|Fcgr3|Pde4b|Rps19|Sell|Gpr18|Gpr183,-4.2
Geneid,GO Biological Processes,19,GO:0046631,alpha-beta T cell activation,19_GO:0002376 immune system process,-6.7,13,9.5,20504,183,69,8,12,3.9,12043|12775|16183|16190|17131|22165|110168|321019,Bcl2|Ccr7|Il2|Il4ra|Smad7|Txk|Gpr18|Gpr183,-3.8
Geneid,GO Biological Processes,19,GO:0042110,T cell activation,19_GO:0002376 immune system process,-6.6,6.5,7.6,20504,550,69,12,17,4.6,12043|12193|12775|16183|16190|16197|17131|22165|94212|107568|110168|321019,Bcl2|Zfp36l2|Ccr7|Il2|Il4ra|Il7r|Smad7|Txk|Pag1|Wwp1|Gpr18|Gpr183,-3.7
Geneid,GO Biological Processes,19,GO:0050900,leukocyte migration,19_GO:0040011 locomotion,-6.3,8,7.9,20504,373,69,10,14,4.2,12273|12775|12802|14131|18578|20085|20343|71223|110168|321019,C5ar1|Ccr7|Cnr2|Fcgr3|Pde4b|Rps19|Sell|Gpr15|Gpr18|Gpr183,-3.5
Geneid,GO Biological Processes,19,GO:0060326,cell chemotaxis,19_GO:0040011 locomotion,-6,8.5,7.8,20504,313,69,9,13,4.1,12273|12775|12802|14131|18578|20085|20343|110168|321019,C5ar1|Ccr7|Cnr2|Fcgr3|Pde4b|Rps19|Sell|Gpr18|Gpr183,-3.3
Geneid,GO Biological Processes,19,GO:2000106,regulation of leukocyte apoptotic process,19_GO:0050789 regulation of biological process,-5.7,16,9.2,20504,112,69,6,8.7,3.4,12775|14605|16183|16197|17869|170770,Ccr7|Tsc22d3|Il2|Il7r|Myc|Bbc3,-3
