Symbol	Rank	ES	Core_enrichment	Plot
PRR5L	0	0.091501296	TRUE	FALSE
TNFSF11	1	0.15401946	TRUE	TRUE
PLSCR4	2	0.21006048	TRUE	FALSE
ENPP2	5	0.2514204	TRUE	FALSE
CES2C	6	0.29566297	TRUE	FALSE
CD80	8	0.32992652	TRUE	TRUE
SLCO4A1	12	0.35177198	TRUE	FALSE
TLCD2	14	0.3777241	TRUE	FALSE
GSTT3	16	0.40223056	TRUE	FALSE
1500009L16RIK	18	0.42556268	TRUE	FALSE
MAGED2	21	0.4447477	TRUE	FALSE
TNFRSF13C	23	0.46593937	TRUE	TRUE
CCRL2	24	0.48970774	TRUE	TRUE
HMOX1	33	0.4847178	TRUE	FALSE
TMEM231	43	0.47301525	TRUE	FALSE
VSIG10	45	0.483753	TRUE	FALSE
BSPRY	49	0.48790854	TRUE	FALSE
TTC39C	51	0.49769196	TRUE	FALSE
STOX1	53	0.5072819	TRUE	FALSE
PAQR3	57	0.51017237	TRUE	FALSE
RASL11A	58	0.5215541	TRUE	FALSE
TMPRSS13	65	0.51420593	TRUE	FALSE
ENTPD1	67	0.5213488	TRUE	FALSE
MRGPRE	76	0.5070865	TRUE	FALSE
CYBB	77	0.51619166	TRUE	FALSE
AIFM2	79	0.5221617	TRUE	FALSE
KCTD11	82	0.524741	TRUE	FALSE
HRH4	83	0.5330407	TRUE	FALSE
TIGD3	90	0.5229485	FALSE	FALSE
NEBL	97	0.5119854	FALSE	FALSE
ZFP939	100	0.512553	FALSE	FALSE
TMEM51	102	0.51580334	FALSE	FALSE
MYADM	103	0.5218683	FALSE	FALSE
S100A6	104	0.5277369	FALSE	FALSE
PTPRJ	116	0.50076747	FALSE	FALSE
METRNL	120	0.49687076	FALSE	FALSE
CD22	121	0.50173825	FALSE	FALSE
ITGAX	125	0.49775162	FALSE	FALSE
NAIP2	132	0.48455283	FALSE	FALSE
F730043M19RIK	134	0.48566693	FALSE	FALSE
ADRB1	136	0.48665178	FALSE	FALSE
HEATR9	153	0.44320336	FALSE	FALSE
ZDHHC2	154	0.44650662	FALSE	FALSE
KCNK5	157	0.4438737	FALSE	FALSE
MGARP	164	0.42931488	FALSE	FALSE
KCNIP3	165	0.4322978	FALSE	FALSE
ANXA2	170	0.42350936	FALSE	FALSE
PLSCR1	174	0.41755494	FALSE	FALSE
CXCR3	177	0.4143678	FALSE	FALSE
CAR5B	180	0.4111154	FALSE	FALSE
LANCL3	183	0.40765336	FALSE	FALSE
CASP4	184	0.4100035	FALSE	FALSE
KLRB1C	187	0.40638116	FALSE	FALSE
CDC42EP1	189	0.40556625	FALSE	FALSE
IL18	190	0.40765148	FALSE	FALSE
CD44	191	0.4096921	FALSE	FALSE
TMEM151A	192	0.411701	FALSE	FALSE
GCNT1	193	0.41369447	FALSE	FALSE
ITPRIPL2	194	0.4156877	FALSE	FALSE
CASP1	197	0.4117389	FALSE	FALSE
MIR22HG	198	0.41363078	FALSE	FALSE
PBX3	199	0.41551164	FALSE	FALSE
GABARAPL1	201	0.4144147	FALSE	FALSE
NAPSA	202	0.4162358	FALSE	FALSE
SLAMF7	205	0.41213468	FALSE	FALSE
FASL	206	0.41377994	FALSE	FALSE
ENDOD1	207	0.41540742	FALSE	FALSE
IFNG	209	0.41406646	FALSE	FALSE
SPRY2	211	0.41268677	FALSE	FALSE
ATP2B4	214	0.40823624	FALSE	FALSE
S100A4	216	0.40670183	FALSE	FALSE
IL10RA	218	0.40515754	FALSE	FALSE
AHR	220	0.4035513	FALSE	FALSE
BHLHE40	221	0.40486616	FALSE	FALSE
TMEM159	222	0.40617576	FALSE	FALSE
NR3C2	223	0.40746713	FALSE	FALSE
SERPINA3G	225	0.40582883	FALSE	FALSE
CD38	227	0.4041625	FALSE	FALSE
ALCAM	228	0.405407	FALSE	FALSE
RNF216	229	0.40665153	FALSE	FALSE
TNS1	231	0.4049343	FALSE	FALSE
MDFIC	232	0.40607437	FALSE	FALSE
ATXN1	233	0.40720576	FALSE	FALSE
TJP2	237	0.39953634	FALSE	FALSE
DHRS3	238	0.40062782	FALSE	FALSE
RUNX2	242	0.39284593	FALSE	FALSE
INPPL1	243	0.39383426	FALSE	FALSE
PRC1	244	0.39482227	FALSE	FALSE
ITGA4	246	0.39287966	FALSE	FALSE
ABI2	247	0.3938551	FALSE	FALSE
PRR13	248	0.3948208	FALSE	FALSE
STX11	249	0.39576727	FALSE	FALSE
IKZF3	252	0.39084113	FALSE	FALSE
ANXA4	253	0.39174873	FALSE	FALSE
CHIC1	254	0.39262924	FALSE	FALSE
CAPG	255	0.39348722	FALSE	FALSE
AHNAK	256	0.39434436	FALSE	FALSE
ANKRD29	257	0.3951992	FALSE	FALSE
E2F2	258	0.39604297	FALSE	FALSE
OSBPL3	262	0.38806194	FALSE	FALSE
APOBEC2	266	0.3800575	FALSE	FALSE
CTLA2A	270	0.372017	FALSE	FALSE
CNRIP1	272	0.36979616	FALSE	FALSE
SSH1	273	0.3704906	FALSE	FALSE
LGALS1	276	0.36531135	FALSE	FALSE
TUBB4A	277	0.36597466	FALSE	FALSE
IL2RB	278	0.36662382	FALSE	FALSE
CCR5	279	0.3672703	FALSE	FALSE
LGALS3	280	0.36789662	FALSE	FALSE
UBE2L6	281	0.3685133	FALSE	FALSE
SLC25A13	282	0.3691165	FALSE	FALSE
ELL2	283	0.36971828	FALSE	FALSE
RHOC	286	0.36443716	FALSE	FALSE
KLRC1	287	0.36499095	FALSE	FALSE
BCL2A1D	289	0.36260298	FALSE	FALSE
BCL2A1B	290	0.3631215	FALSE	FALSE
IGSF8	293	0.35778746	FALSE	FALSE
PAK6	294	0.3582882	FALSE	FALSE
ILDR1	295	0.3587776	FALSE	FALSE
PLD2	297	0.35632548	FALSE	FALSE
GFOD1	298	0.3567963	FALSE	FALSE
CYFIP1	300	0.35431293	FALSE	FALSE
PTGER4	301	0.35474753	FALSE	FALSE
KLRK1	303	0.35224476	FALSE	FALSE
RAPH1	306	0.346794	FALSE	FALSE
SMPDL3B	307	0.3471839	FALSE	FALSE
PTGER2	308	0.34757242	FALSE	FALSE
EZH2	310	0.34501958	FALSE	FALSE
ZEB2	311	0.34537095	FALSE	FALSE
PLEK	312	0.34571603	FALSE	FALSE
TNFSF14	313	0.34604588	FALSE	FALSE
CHSY1	317	0.3375881	FALSE	FALSE
IL18RAP	318	0.33789375	FALSE	FALSE
SAMD3	320	0.33526886	FALSE	FALSE
IFITM10	323	0.32971215	FALSE	FALSE
GRAMD1B	325	0.32707506	FALSE	FALSE
POGK	331	0.31268144	FALSE	FALSE
PQLC3	332	0.3129054	FALSE	FALSE
PSEN2	350	0.26334327	FALSE	FALSE
SMAP1	353	0.25762546	FALSE	FALSE
KLRG1	371	0.20864454	FALSE	FALSE
SPC25	373	0.20650315	FALSE	FALSE
TCP11	376	0.20172171	FALSE	FALSE
CCL9	387	0.17457962	FALSE	FALSE
CCL6	401	0.13998504	FALSE	FALSE
ESM1	432	0.058846753	FALSE	FALSE
ACTR3B	440	0.04595514	FALSE	FALSE
FCGR2B	488	-0.047852714	FALSE	FALSE
1700001O22RIK	489	0.002924039	FALSE	FALSE
