Symbol	Rank	ES	Core_enrichment	Plot
TNFRSF13C	23	0.07944235	TRUE	TRUE
CASKIN2	31	0.1667516	TRUE	FALSE
EFEMP2	39	0.23907383	TRUE	FALSE
RASL11A	58	0.26054797	TRUE	FALSE
TMPRSS13	65	0.3024845	TRUE	FALSE
NEBL	97	0.26872864	FALSE	FALSE
ITGAX	125	0.23418757	FALSE	FALSE
PPBP	135	0.23560673	FALSE	FALSE
MGARP	164	0.18904309	FALSE	FALSE
KCNIP3	165	0.2052483	FALSE	FALSE
CAR5B	180	0.18795884	FALSE	FALSE
KLRB1C	187	0.18659694	FALSE	FALSE
SLAMF7	205	0.15797023	FALSE	FALSE
S100A4	216	0.14309768	FALSE	FALSE
ITGAL	241	0.0948759	FALSE	FALSE
AHNAK	256	0.068142325	FALSE	FALSE
E2F2	258	0.07048403	FALSE	FALSE
LY6A	260	0.072596446	FALSE	FALSE
APOBEC2	266	0.06555535	FALSE	FALSE
CTLA2A	270	0.062802374	FALSE	FALSE
CCR5	279	0.04837727	FALSE	FALSE
PPP1R12A	291	0.026528833	FALSE	FALSE
IGSF8	293	0.02707854	FALSE	FALSE
HOPX	296	0.02523348	FALSE	FALSE
KLRK1	303	0.014068857	FALSE	FALSE
PLXNC1	309	0.004918627	FALSE	FALSE
EZH2	310	0.006934869	FALSE	FALSE
ZEB2	311	0.008843711	FALSE	FALSE
TNFSF14	313	0.008393483	FALSE	FALSE
IL18RAP	318	0.001085352	FALSE	FALSE
SAMD3	320	4.68E-04	FALSE	FALSE
IFITM10	323	-0.002433991	FALSE	FALSE
NFATC3	330	-0.014654209	FALSE	FALSE
POGK	331	-0.013425056	FALSE	FALSE
SPN	340	-0.030262068	FALSE	FALSE
ARHGAP26	341	-0.029182341	FALSE	FALSE
VIM	348	-0.041799676	FALSE	FALSE
ATP2B1	358	-0.061456837	FALSE	FALSE
ITK	360	-0.063209526	FALSE	FALSE
ARL5C	368	-0.07658494	FALSE	FALSE
KLRG1	371	-0.07712145	FALSE	FALSE
ADGRB2	382	-0.09039508	FALSE	FALSE
ESM1	432	-0.16450822	FALSE	FALSE
NKD2	453	-0.15624928	FALSE	FALSE
FCGR2B	488	0.00448424	FALSE	FALSE
