Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
Geneid,GO Biological Processes,19,GO:0030155,regulation of cell adhesion,19_GO:0022610 biological adhesion,-13,4.2,9.7,20504,772,236,37,16,2.4,11534|11629|12367|12477|12520|12522|12977|13642|13848|14758|16153|16196|16400|16410|16412|16878|16963|17863|18186|18750|18846|19122|19247|20371|20750|21923|22164|22329|54167|54446|55985|58205|60505|218397|243743|320404|100043314,Adk|Aif1|Casp3|Ctla4|Cd81|Cd83|Csf1|Efnb2|Ephb6|Gpm6b|Il10|Il7|Itga3|Itgav|Itgb1|Lif|Xcl1|Myb|Nrp1|Prkca|Plxna3|Prnp|Ptpn11|Foxp3|Spp1|Tnc|Tnfsf4|Vcam1|Icos|Nfat5|Cxcl13|Pdcd1lg2|Il21|Rasa1|Plxna4|Itpkb|Tigit,-9.3
Geneid,GO Biological Processes,19,GO:0042110,T cell activation,19_GO:0002376 immune system process,-12,4.7,9.6,20504,550,236,30,13,2.2,11534|11629|12367|12458|12477|12520|12522|13642|13848|14360|16196|16364|16410|16963|17863|19122|20371|22163|22164|22329|30925|53314|54167|58205|59009|60505|234396|252838|320404|100043314,Adk|Aif1|Casp3|Ccr6|Ctla4|Cd81|Cd83|Efnb2|Ephb6|Fyn|Il7|Irf4|Itgav|Xcl1|Myb|Prnp|Foxp3|Tnfrsf4|Tnfsf4|Vcam1|Slamf6|Batf|Icos|Pdcd1lg2|Sh3rf1|Il21|Ankle1|Tox|Itpkb|Tigit,-8.5
Geneid,GO Biological Processes,19,GO:0050863,regulation of T cell activation,19_GO:0002376 immune system process,-12,6.1,10,20504,342,236,24,10,2,11534|11629|12367|12458|12477|12520|12522|13642|13848|16196|16963|17863|19122|20371|22164|22329|54167|58205|59009|60505|234396|252838|320404|100043314,Adk|Aif1|Casp3|Ccr6|Ctla4|Cd81|Cd83|Efnb2|Ephb6|Il7|Xcl1|Myb|Prnp|Foxp3|Tnfsf4|Vcam1|Icos|Pdcd1lg2|Sh3rf1|Il21|Ankle1|Tox|Itpkb|Tigit,-8.5
Geneid,GO Biological Processes,19,GO:0045785,positive regulation of cell adhesion,19_GO:0022610 biological adhesion,-11,5,9.4,20504,472,236,27,11,2.1,11534|11629|12520|12522|12977|13642|13848|16196|16400|16410|16412|16878|16963|17863|18186|18750|19247|20371|20750|22164|22329|54167|54446|55985|58205|60505|320404,Adk|Aif1|Cd81|Cd83|Csf1|Efnb2|Ephb6|Il7|Itga3|Itgav|Itgb1|Lif|Xcl1|Myb|Nrp1|Prkca|Ptpn11|Foxp3|Spp1|Tnfsf4|Vcam1|Icos|Nfat5|Cxcl13|Pdcd1lg2|Il21|Itpkb,-8
Geneid,GO Biological Processes,19,GO:0001817,regulation of cytokine production,19_GO:0032501 multicellular organismal process,-11,3.8,8.6,20504,776,236,34,14,2.3,11629|12520|12522|15251|15442|15900|16153|16178|16196|16364|16410|16963|17470|17951|18987|19122|19247|19280|19696|20361|20371|21809|22163|22164|30925|53314|58205|59079|60505|66889|77446|229521|320910|100043314,Aif1|Cd81|Cd83|Hif1a|Hpse|Irf8|Il10|Il1r2|Il7|Irf4|Itgav|Xcl1|Cd200|Naip5|Pou2f2|Prnp|Ptpn11|Ptprs|Rel|Sema7a|Foxp3|Tgfb3|Tnfrsf4|Tnfsf4|Slamf6|Batf|Pdcd1lg2|Erbin|Il21|Rnf128|Heg1|Syt11|Itgb8|Tigit,-7.8
Geneid,GO Biological Processes,19,GO:0050920,regulation of chemotaxis,19_GO:0040011 locomotion,-9.7,6.8,9.5,20504,230,236,18,7.6,1.7,11629|12458|12977|13043|13616|13642|14173|15945|16963|18186|18750|18846|20361|22415|53416|55985|214968|243743,Aif1|Ccr6|Csf1|Cttn|Edn3|Efnb2|Fgf2|Cxcl10|Xcl1|Nrp1|Prkca|Plxna3|Sema7a|Wnt3|Stk39|Cxcl13|Sema6d|Plxna4,-6.9
Geneid,GO Biological Processes,19,GO:1903037,regulation of leukocyte cell-cell adhesion,19_GO:0022610 biological adhesion,-9.5,5.5,8.9,20504,333,236,21,8.9,1.9,11534|11629|12367|12477|12520|12522|13642|13848|16196|16963|17863|19122|20371|22164|22329|54167|54446|58205|60505|320404|100043314,Adk|Aif1|Casp3|Ctla4|Cd81|Cd83|Efnb2|Ephb6|Il7|Xcl1|Myb|Prnp|Foxp3|Tnfsf4|Vcam1|Icos|Nfat5|Pdcd1lg2|Il21|Itpkb|Tigit,-6.7
Geneid,GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-9.5,3.7,8,20504,725,236,31,13,2.2,11534|11629|12367|12458|12477|12520|12522|13642|13848|16153|16196|16963|17470|17863|19122|20371|22163|22164|22329|27027|54167|58205|59009|60505|67742|229521|231130|234396|252838|320404|100043314,Adk|Aif1|Casp3|Ccr6|Ctla4|Cd81|Cd83|Efnb2|Ephb6|Il10|Il7|Xcl1|Cd200|Myb|Prnp|Foxp3|Tnfrsf4|Tnfsf4|Vcam1|Tspan32|Icos|Pdcd1lg2|Sh3rf1|Il21|Samsn1|Syt11|Tnip2|Ankle1|Tox|Itpkb|Tigit,-6.7
Geneid,GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0050789 regulation of biological process,-9.5,3.6,8,20504,770,236,32,14,2.2,11534|11629|12367|12458|12477|12520|12522|13642|13848|16153|16196|16963|17470|17863|18750|19122|20371|22163|22164|22329|27027|54167|58205|59009|60505|67742|229521|231130|234396|252838|320404|100043314,Adk|Aif1|Casp3|Ccr6|Ctla4|Cd81|Cd83|Efnb2|Ephb6|Il10|Il7|Xcl1|Cd200|Myb|Prkca|Prnp|Foxp3|Tnfrsf4|Tnfsf4|Vcam1|Tspan32|Icos|Pdcd1lg2|Sh3rf1|Il21|Samsn1|Syt11|Tnip2|Ankle1|Tox|Itpkb|Tigit,-6.7
Geneid,GO Biological Processes,19,GO:0007159,leukocyte cell-cell adhesion,19_GO:0022610 biological adhesion,-9.4,5.1,8.7,20504,373,236,22,9.3,1.9,11534|11629|12367|12477|12520|12522|13642|13848|16196|16412|16963|17863|19122|20371|22164|22329|54167|54446|58205|60505|320404|100043314,Adk|Aif1|Casp3|Ctla4|Cd81|Cd83|Efnb2|Ephb6|Il7|Itgb1|Xcl1|Myb|Prnp|Foxp3|Tnfsf4|Vcam1|Icos|Nfat5|Pdcd1lg2|Il21|Itpkb|Tigit,-6.6
