_MEMBER_Geneid,_LogP_Geneid,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-12.247206175891595,GO:0030155,M1,1,0,GO Biological Processes,19,regulation of cell adhesion,19_GO:0022610 biological adhesion,-12.247206175891595,3.311141957917016,8.958588255862537,20504,772,377,47,12.46684350132626,1.7013508155197352,11492|11534|11629|12367|12477|12520|12522|12977|13642|13655|13848|14758|16153|16196|16400|16410|16412|16768|16878|16963|17863|18186|18750|18846|19122|19247|20371|20750|21923|22164|22329|54167|54371|54446|54698|55985|58205|60505|74256|94214|171285|218397|235431|240754|243743|320404|100043314,Adam19|Adk|Aif1|Casp3|Ctla4|Cd81|Cd83|Csf1|Efnb2|Egr3|Ephb6|Gpm6b|Il10|Il7|Itga3|Itgav|Itgb1|Lag3|Lif|Xcl1|Myb|Nrp1|Prkca|Plxna3|Prnp|Ptpn11|Foxp3|Spp1|Tnc|Tnfsf4|Vcam1|Icos|Chst2|Nfat5|Crtam|Cxcl13|Pdcd1lg2|Il21|Cyld|Spock2|Havcr2|Rasa1|Coro2b|Lax1|Plxna4|Itpkb|Tigit,-7.965400406264992,0,1,1,1,-12.247206175891595,5.251184487331931,
1,-11.792911612969485,GO:0050863,M1,1,0,GO Biological Processes,19,regulation of T cell activation,19_GO:0002376 immune system process,-11.792911612969485,4.770812974079761,9.624343128724565,20504,342,377,30,7.957559681697613,1.3938413345858098,11534|11629|12367|12458|12477|12520|12522|13642|13655|13848|16196|16768|16963|17863|19122|20371|22164|22329|54167|54698|58205|59009|60505|74256|171285|234396|240754|252838|320404|100043314,Adk|Aif1|Casp3|Ccr6|Ctla4|Cd81|Cd83|Efnb2|Egr3|Ephb6|Il7|Lag3|Xcl1|Myb|Prnp|Foxp3|Tnfsf4|Vcam1|Icos|Crtam|Pdcd1lg2|Sh3rf1|Il21|Cyld|Havcr2|Ankle1|Lax1|Tox|Itpkb|Tigit,-7.812135839006864,0,1,0,0,-12.247206175891595,5.251184487331931,
1,-11.575904383940232,GO:0042110,M1,1,0,GO Biological Processes,19,T cell activation,19_GO:0002376 immune system process,-11.575904383940232,3.757665782493369,8.972177334990388,20504,550,377,38,10.079575596816976,1.5505280314500387,11534|11629|12367|12458|12477|12520|12522|13642|13655|13848|14360|16196|16364|16410|16768|16963|17863|19122|20371|21949|22163|22164|22329|30925|53314|54167|54698|58205|58206|59009|60505|74256|171285|234396|240754|252838|320404|100043314,Adk|Aif1|Casp3|Ccr6|Ctla4|Cd81|Cd83|Efnb2|Egr3|Ephb6|Fyn|Il7|Irf4|Itgav|Lag3|Xcl1|Myb|Prnp|Foxp3|Tnfsf8|Tnfrsf4|Tnfsf4|Vcam1|Slamf6|Batf|Icos|Crtam|Pdcd1lg2|Zbtb32|Sh3rf1|Il21|Cyld|Havcr2|Ankle1|Lax1|Tox|Itpkb|Tigit,-7.771219869033292,0,1,0,0,-12.247206175891595,5.251184487331931,
1,-10.601492276973644,GO:1903037,M1,1,0,GO Biological Processes,19,regulation of leukocyte cell-cell adhesion,19_GO:0022610 biological adhesion,-10.601492276973644,4.573103607586366,8.996920214425176,20504,333,377,28,7.427055702917772,1.3504537147749367,11534|11629|12367|12477|12520|12522|13642|13655|13848|16196|16768|16963|17863|19122|20371|22164|22329|54167|54371|54446|54698|58205|60505|74256|171285|240754|320404|100043314,Adk|Aif1|Casp3|Ctla4|Cd81|Cd83|Efnb2|Egr3|Ephb6|Il7|Lag3|Xcl1|Myb|Prnp|Foxp3|Tnfsf4|Vcam1|Icos|Chst2|Nfat5|Crtam|Pdcd1lg2|Il21|Cyld|Havcr2|Lax1|Itpkb|Tigit,-6.921746498675004,0,1,0,0,-12.247206175891595,5.251184487331931,
1,-10.239284539564435,GO:0045785,M1,1,0,GO Biological Processes,19,positive regulation of cell adhesion,19_GO:0022610 biological adhesion,-10.239284539564435,3.8024996628152676,8.430324080952019,20504,472,377,33,8.753315649867375,1.4555400705138342,11492|11534|11629|12520|12522|12977|13642|13655|13848|16196|16400|16410|16412|16878|16963|17863|18186|18750|19247|20371|20750|22164|22329|54167|54371|54446|55985|58205|60505|74256|94214|171285|320404,Adam19|Adk|Aif1|Cd81|Cd83|Csf1|Efnb2|Egr3|Ephb6|Il7|Itga3|Itgav|Itgb1|Lif|Xcl1|Myb|Nrp1|Prkca|Ptpn11|Foxp3|Spp1|Tnfsf4|Vcam1|Icos|Chst2|Nfat5|Cxcl13|Pdcd1lg2|Il21|Cyld|Spock2|Havcr2|Itpkb,-6.656448774273851,0,1,0,0,-12.247206175891595,5.251184487331931,
1,-10.139086851376998,GO:0007159,M1,1,0,GO Biological Processes,19,leukocyte cell-cell adhesion,19_GO:0022610 biological adhesion,-10.139086851376998,4.2285007217983095,8.612167877725366,20504,373,377,29,7.6923076923076925,1.3723870002693521,11534|11629|12367|12477|12520|12522|13642|13655|13848|16196|16412|16768|16963|17863|19122|20371|22164|22329|54167|54371|54446|54698|58205|60505|74256|171285|240754|320404|100043314,Adk|Aif1|Casp3|Ctla4|Cd81|Cd83|Efnb2|Egr3|Ephb6|Il7|Itgb1|Lag3|Xcl1|Myb|Prnp|Foxp3|Tnfsf4|Vcam1|Icos|Chst2|Nfat5|Crtam|Pdcd1lg2|Il21|Cyld|Havcr2|Lax1|Itpkb|Tigit,-6.635432332134039,0,1,0,0,-12.247206175891595,5.251184487331931,
1,-9.959309424463607,GO:0022407,M1,1,0,GO Biological Processes,19,regulation of cell-cell adhesion,19_GO:0022610 biological adhesion,-9.959309424463607,3.8082988467052457,8.309341040780554,20504,457,377,32,8.488063660477454,1.4353985771142124,11492|11534|11629|12367|12477|12520|12522|13642|13655|13848|16153|16196|16768|16963|17863|18750|19122|20371|22164|22329|54167|54371|54446|54698|55985|58205|60505|74256|171285|240754|320404|100043314,Adam19|Adk|Aif1|Casp3|Ctla4|Cd81|Cd83|Efnb2|Egr3|Ephb6|Il10|Il7|Lag3|Xcl1|Myb|Prkca|Prnp|Foxp3|Tnfsf4|Vcam1|Icos|Chst2|Nfat5|Crtam|Cxcl13|Pdcd1lg2|Il21|Cyld|Havcr2|Lax1|Itpkb|Tigit,-6.522601694851261,0,1,0,0,-12.247206175891595,5.251184487331931,
1,-9.730611528332993,GO:0002694,M1,1,0,GO Biological Processes,19,regulation of leukocyte activation,19_GO:0002376 immune system process,-9.730611528332993,3.0756937711515593,7.787893031936298,20504,725,377,41,10.875331564986737,1.6034282898745318,11534|11629|12367|12458|12477|12520|12522|13642|13655|13848|16016|16153|16196|16768|16803|16963|17470|17863|19122|20371|22163|22164|22329|27027|54167|54698|58205|59009|60505|67742|74256|171285|229521|231130|234396|240754|252838|320404|380795|380797|100043314,Adk|Aif1|Casp3|Ccr6|Ctla4|Cd81|Cd83|Efnb2|Egr3|Ephb6|Ighg2b|Il10|Il7|Lag3|Lbp|Xcl1|Cd200|Myb|Prnp|Foxp3|Tnfrsf4|Tnfsf4|Vcam1|Tspan32|Icos|Crtam|Pdcd1lg2|Sh3rf1|Il21|Samsn1|Cyld|Havcr2|Syt11|Tnip2|Ankle1|Lax1|Tox|Itpkb|Ighg3|Ighd|Tigit,-6.351895745698334,0,1,0,0,-12.247206175891595,5.251184487331931,
1,-9.636131832449593,GO:0051249,M1,1,0,GO Biological Processes,19,regulation of lymphocyte activation,19_GO:0002376 immune system process,-9.636131832449593,3.2935006750684837,7.876970042180183,20504,611,377,37,9.814323607427056,1.5322452907281638,11534|11629|12367|12458|12477|12520|12522|13642|13655|13848|16016|16153|16196|16768|16963|17863|19122|20371|22163|22164|22329|54167|54698|58205|59009|60505|67742|74256|171285|231130|234396|240754|252838|320404|380795|380797|100043314,Adk|Aif1|Casp3|Ccr6|Ctla4|Cd81|Cd83|Efnb2|Egr3|Ephb6|Ighg2b|Il10|Il7|Lag3|Xcl1|Myb|Prnp|Foxp3|Tnfrsf4|Tnfsf4|Vcam1|Icos|Crtam|Pdcd1lg2|Sh3rf1|Il21|Samsn1|Cyld|Havcr2|Tnip2|Ankle1|Lax1|Tox|Itpkb|Ighg3|Ighd|Tigit,-6.308568572262315,0,1,0,0,-12.247206175891595,5.251184487331931,
1,-9.479243051293945,GO:0050865,M1,1,0,GO Biological Processes,19,regulation of cell activation,19_GO:0050789 regulation of biological process,-9.479243051293945,2.96657824933687,7.612703054711179,20504,770,377,42,11.140583554376658,1.6204477174702951,11534|11629|12367|12458|12477|12520|12522|13642|13655|13848|16016|16153|16196|16768|16803|16963|17470|17863|18750|19122|20371|22163|22164|22329|27027|54167|54698|58205|59009|60505|67742|74256|171285|229521|231130|234396|240754|252838|320404|380795|380797|100043314,Adk|Aif1|Casp3|Ccr6|Ctla4|Cd81|Cd83|Efnb2|Egr3|Ephb6|Ighg2b|Il10|Il7|Lag3|Lbp|Xcl1|Cd200|Myb|Prkca|Prnp|Foxp3|Tnfrsf4|Tnfsf4|Vcam1|Tspan32|Icos|Crtam|Pdcd1lg2|Sh3rf1|Il21|Samsn1|Cyld|Havcr2|Syt11|Tnip2|Ankle1|Lax1|Tox|Itpkb|Ighg3|Ighd|Tigit,-6.197437281667343,0,1,0,0,-12.247206175891595,5.251184487331931,
