Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0030155,regulation of cell adhesion,19_GO:0022610 biological adhesion,-8.9,5.2,8.4,20580,783,102,20,20,3.9,11534|12477|13655|16400|16412|16963|17863|18186|18750|19247|21923|54167|54446|54698|55985|58205|74256|218397|240754|320404,Adk|Ctla4|Egr3|Itga3|Itgb1|Xcl1|Myb|Nrp1|Prkca|Ptpn11|Tnc|Icos|Nfat5|Crtam|Cxcl13|Pdcd1lg2|Cyld|Rasa1|Lax1|Itpkb,-4.6,Geneid
GO Biological Processes,19,GO:0045785,positive regulation of cell adhesion,19_GO:0022610 biological adhesion,-7.8,6.3,8.3,20580,481,102,15,15,3.5,11534|13655|16400|16412|16963|17863|18186|18750|19247|54167|54446|55985|58205|74256|320404,Adk|Egr3|Itga3|Itgb1|Xcl1|Myb|Nrp1|Prkca|Ptpn11|Icos|Nfat5|Cxcl13|Pdcd1lg2|Cyld|Itpkb,-3.9,Geneid
GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0050789 regulation of biological process,-7.3,4.6,7.3,20580,784,102,18,18,3.8,11534|12477|13655|16963|17863|18750|22163|27027|54167|54698|58205|59009|67742|74256|231130|240754|320404|380795,Adk|Ctla4|Egr3|Xcl1|Myb|Prkca|Tnfrsf4|Tspan32|Icos|Crtam|Pdcd1lg2|Sh3rf1|Samsn1|Cyld|Tnip2|Lax1|Itpkb|Ighg3,-3.7,Geneid
GO Biological Processes,19,GO:0046578,regulation of Ras protein signal transduction,19_GO:0023052 signaling,-7.2,10,9.1,20580,200,102,10,9.8,2.9,16400|16412|18186|21858|59079|77446|107746|108058|211673|320404,Itga3|Itgb1|Nrp1|Timp2|Erbin|Heg1|Rapgef1|Camk2d|Arfgef1|Itpkb,-3.7,Geneid
GO Biological Processes,19,GO:0051249,regulation of lymphocyte activation,19_GO:0002376 immune system process,-7.2,5.2,7.5,20580,617,102,16,16,3.6,11534|12477|13655|16963|17863|22163|54167|54698|58205|59009|67742|74256|231130|240754|320404|380795,Adk|Ctla4|Egr3|Xcl1|Myb|Tnfrsf4|Icos|Crtam|Pdcd1lg2|Sh3rf1|Samsn1|Cyld|Tnip2|Lax1|Itpkb|Ighg3,-3.7,Geneid
KEGG Pathway,24,mmu04510,Focal adhesion,,-7.2,10,9.1,20580,201,102,10,9.8,2.9,14360|16001|16400|16412|18710|18750|21923|107746|109905|320910,Fyn|Igf1r|Itga3|Itgb1|Pik3r3|Prkca|Tnc|Rapgef1|Rap1a|Itgb8,-3.7,Geneid
GO Biological Processes,19,GO:0022407,regulation of cell-cell adhesion,19_GO:0022610 biological adhesion,-7.1,6,7.8,20580,467,102,14,14,3.4,11534|12477|13655|16963|17863|18750|54167|54446|54698|55985|58205|74256|240754|320404,Adk|Ctla4|Egr3|Xcl1|Myb|Prkca|Icos|Nfat5|Crtam|Cxcl13|Pdcd1lg2|Cyld|Lax1|Itpkb,-3.7,Geneid
Reactome Gene Sets,6,R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,,-7,6.5,7.8,20580,406,102,13,13,3.3,14360|16001|16400|16412|18186|18710|18750|19247|59079|107746|109905|218397|319520,Fyn|Igf1r|Itga3|Itgb1|Nrp1|Pik3r3|Prkca|Ptpn11|Erbin|Rapgef1|Rap1a|Rasa1|Dusp4,-3.6,Geneid
GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-6.9,4.7,7.2,20580,733,102,17,17,3.7,11534|12477|13655|16963|17863|22163|27027|54167|54698|58205|59009|67742|74256|231130|240754|320404|380795,Adk|Ctla4|Egr3|Xcl1|Myb|Tnfrsf4|Tspan32|Icos|Crtam|Pdcd1lg2|Sh3rf1|Samsn1|Cyld|Tnip2|Lax1|Itpkb|Ighg3,-3.6,Geneid
GO Biological Processes,19,GO:1903037,regulation of leukocyte cell-cell adhesion,19_GO:0022610 biological adhesion,-6.9,7.1,8,20580,342,102,12,12,3.2,11534|12477|13655|16963|17863|54167|54446|54698|58205|74256|240754|320404,Adk|Ctla4|Egr3|Xcl1|Myb|Icos|Nfat5|Crtam|Pdcd1lg2|Cyld|Lax1|Itpkb,-3.6,Geneid
