Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
Geneid,KEGG Pathway,24,mmu04510,Focal adhesion,,-10,21,14,20580,201,49,10,20,5.8,14360|16001|16400|16412|18710|18750|21923|107746|109905|320910,Fyn|Igf1r|Itga3|Itgb1|Pik3r3|Prkca|Tnc|Rapgef1|Rap1a|Itgb8,-6.2
Geneid,Reactome Gene Sets,6,R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,,-9.9,12,11,20580,406,49,12,24,6.1,14360|16001|16400|16412|18186|18710|18750|19247|59079|107746|109905|218397,Fyn|Igf1r|Itga3|Itgb1|Nrp1|Pik3r3|Prkca|Ptpn11|Erbin|Rapgef1|Rap1a|Rasa1,-5.9
Geneid,GO Biological Processes,19,GO:0030155,regulation of cell adhesion,19_GO:0022610 biological adhesion,-9.7,8,9.8,20580,783,49,15,31,6.6,11534|12477|16400|16412|16963|17863|18186|18750|19247|21923|54167|55985|58205|218397|320404,Adk|Ctla4|Itga3|Itgb1|Xcl1|Myb|Nrp1|Prkca|Ptpn11|Tnc|Icos|Cxcl13|Pdcd1lg2|Rasa1|Itpkb,-5.9
Geneid,GO Biological Processes,19,GO:0046578,regulation of Ras protein signal transduction,19_GO:0023052 signaling,-9,19,12,20580,200,49,9,18,5.5,16400|16412|18186|59079|77446|107746|108058|211673|320404,Itga3|Itgb1|Nrp1|Erbin|Heg1|Rapgef1|Camk2d|Arfgef1|Itpkb,-5.4
Geneid,GO Biological Processes,19,GO:0045785,positive regulation of cell adhesion,19_GO:0022610 biological adhesion,-9,10,10,20580,481,49,12,24,6.1,11534|16400|16412|16963|17863|18186|18750|19247|54167|55985|58205|320404,Adk|Itga3|Itgb1|Xcl1|Myb|Nrp1|Prkca|Ptpn11|Icos|Cxcl13|Pdcd1lg2|Itpkb,-5.4
Geneid,GO Biological Processes,19,GO:0051056,regulation of small GTPase mediated signal transduction,19_GO:0023052 signaling,-8.4,16,11,20580,233,49,9,18,5.5,16400|16412|18186|59079|77446|107746|108058|211673|320404,Itga3|Itgb1|Nrp1|Erbin|Heg1|Rapgef1|Camk2d|Arfgef1|Itpkb,-5
Geneid,Reactome Gene Sets,6,R-MMU-388841,Costimulation by the CD28 family,,-8.4,44,16,20580,57,49,6,12,4.7,12477|14360|18710|19247|54167|58205,Ctla4|Fyn|Pik3r3|Ptpn11|Icos|Pdcd1lg2,-4.9
Geneid,GO Biological Processes,19,GO:0043087,regulation of GTPase activity,19_GO:0065007 biological regulation,-8.1,12,10,20580,345,49,10,20,5.8,16412|16963|29809|55985|107746|109905|211673|212285|217944|218397,Itgb1|Xcl1|Rabgap1l|Cxcl13|Rapgef1|Rap1a|Arfgef1|Arap2|Rapgef5|Rasa1,-4.8
Geneid,GO Biological Processes,19,GO:0043547,positive regulation of GTPase activity,19_GO:0065007 biological regulation,-8.1,15,11,20580,256,49,9,18,5.5,16412|16963|29809|55985|107746|109905|212285|217944|218397,Itgb1|Xcl1|Rabgap1l|Cxcl13|Rapgef1|Rap1a|Arap2|Rapgef5|Rasa1,-4.8
Geneid,KEGG Pathway,24,mmu04360,Axon guidance,,-8,19,12,20580,181,49,8,16,5.3,14360|16412|18186|18710|18750|19247|108058|218397,Fyn|Itgb1|Nrp1|Pik3r3|Prkca|Ptpn11|Camk2d|Rasa1,-4.7
Geneid,WikiPathways,27,WP193,Hepatocyte growth factor receptor signaling,,-7.8,62,17,20580,34,49,5,10,4.3,16412|19247|107746|109905|218397,Itgb1|Ptpn11|Rapgef1|Rap1a|Rasa1,-4.6
Geneid,GO Biological Processes,19,GO:0007229,integrin-mediated signaling pathway,19_GO:0023052 signaling,-7.4,31,13,20580,82,49,6,12,4.7,16400|16412|18186|19247|27027|320910,Itga3|Itgb1|Nrp1|Ptpn11|Tspan32|Itgb8,-4.2
Geneid,GO Biological Processes,19,GO:0050900,leukocyte migration,19_GO:0040011 locomotion,-7.3,15,10,20580,223,49,8,16,5.3,12145|13616|15945|16400|16412|16963|18750|55985,Cxcr5|Edn3|Cxcl10|Itga3|Itgb1|Xcl1|Prkca|Cxcl13,-4.1
Geneid,GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-7.2,9.7,9,20580,431,49,10,20,5.8,14360|16001|16963|18186|19247|55985|107746|109905|218397|320910,Fyn|Igf1r|Xcl1|Nrp1|Ptpn11|Cxcl13|Rapgef1|Rap1a|Rasa1|Itgb8,-4.1
Geneid,KEGG Pathway,24,mmu04014,Ras signaling pathway,,-7.2,14,10,20580,232,49,8,16,5.3,16001|18710|18750|19247|19696|109905|217944|218397,Igf1r|Pik3r3|Prkca|Ptpn11|Rel|Rap1a|Rapgef5|Rasa1,-4.1
Geneid,GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-7.1,9.4,8.8,20580,446,49,10,20,5.8,14360|16001|16963|18186|19247|55985|107746|109905|218397|320910,Fyn|Igf1r|Xcl1|Nrp1|Ptpn11|Cxcl13|Rapgef1|Rap1a|Rasa1|Itgb8,-4
Geneid,GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-7.1,8,8.3,20580,577,49,11,22,6,13616|15945|16001|16400|16412|16963|18186|18750|55985|66313|108058,Edn3|Cxcl10|Igf1r|Itga3|Itgb1|Xcl1|Nrp1|Prkca|Cxcl13|Smurf2|Camk2d,-4
Geneid,WikiPathways,27,WP6,Integrin-mediated cell adhesion,,-6.9,25,12,20580,100,49,6,12,4.7,14360|16400|16412|107746|109905|320910,Fyn|Itga3|Itgb1|Rapgef1|Rap1a|Itgb8,-3.9
Geneid,GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-6.9,7.6,8.1,20580,604,49,11,22,6,13616|15945|16001|16400|16412|16963|18186|18750|55985|66313|108058,Edn3|Cxcl10|Igf1r|Itga3|Itgb1|Xcl1|Nrp1|Prkca|Cxcl13|Smurf2|Camk2d,-3.9
Geneid,GO Biological Processes,19,GO:0051272,positive regulation of cellular component movement,19_GO:0051179 localization,-6.8,7.4,8,20580,621,49,11,22,6,13616|15945|16001|16400|16412|16963|18186|18750|55985|66313|108058,Edn3|Cxcl10|Igf1r|Itga3|Itgb1|Xcl1|Nrp1|Prkca|Cxcl13|Smurf2|Camk2d,-3.8
Geneid,GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-6.7,7.4,8,20580,622,49,11,22,6,13616|15945|16001|16400|16412|16963|18186|18750|55985|66313|108058,Edn3|Cxcl10|Igf1r|Itga3|Itgb1|Xcl1|Nrp1|Prkca|Cxcl13|Smurf2|Camk2d,-3.8
Geneid,WikiPathways,27,WP85,Focal adhesion,,-6.6,16,9.9,20580,185,49,7,14,5,14360|16400|16412|21923|107746|109905|320910,Fyn|Itga3|Itgb1|Tnc|Rapgef1|Rap1a|Itgb8,-3.7
Geneid,GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,19_GO:0023052 signaling,-6.5,8,7.9,20580,524,49,10,20,5.8,13616|16001|16963|18186|18750|19247|59009|107746|108058|109905,Edn3|Igf1r|Xcl1|Nrp1|Prkca|Ptpn11|Sh3rf1|Rapgef1|Camk2d|Rap1a,-3.6
